Participant #,Participant ID,Stimulus squence order,Stimulus type,Stimulus ID,L*,Preceding L*,Hue angle,Patch Chroma value,Eccentricity,Location Angle,Reported,Number of reported,Fixated,Number of fixation per path,Total number of fixations per stimulus,Order of first fixation on the path,Distance between fixation and path,Angle between fixation and path,Dwell time per patch,Total dwell time per stimulus
019,AZ,25,H50LAll,H50LAll_All,All,All,50,3.175,6.665,299.9407,FALSE,4,FALSE,0,0,0,9.1054,254.5309,0,14.5523
019,AZ,25,H50LAll,H50LAll_All,All,All,50,4.3,1.8082,326.8421,TRUE,4,FALSE,0,0,0,4.7008,210.2385,0,14.5523
019,AZ,25,H50LAll,H50LAll_All,All,All,50,6.55,14.1672,20.4804,TRUE,4,FALSE,0,0,0,5.4804,273.6296,0,14.5523
019,AZ,25,H50LAll,H50LAll_All,All,All,50,7.675,5.485,157.4375,TRUE,4,FALSE,0,0,0,6.1117,259.0278,0,14.5523
019,AZ,25,H50LAll,H50LAll_All,All,All,50,9.175,12.3402,113.3852,TRUE,4,FALSE,0,0,0,4.8081,223.108,0,14.5523
019,AZ,199,H50LAll,H50LAll_All,All,All,50,2.05,14.5611,233.0826,FALSE,6,FALSE,0,7,0,3.9977,26.0418,0,17.3874
019,AZ,199,H50LAll,H50LAll_All,All,All,50,2.8,14.3957,233.5341,FALSE,6,TRUE,2,7,2,1.1315,230.856,323.9,17.3874
019,AZ,199,H50LAll,H50LAll_All,All,All,50,4.675,14.6997,321.0296,TRUE,6,TRUE,1,7,4,3.449,292.6199,52,17.3874
019,AZ,199,H50LAll,H50LAll_All,All,All,50,5.425,9.1483,221.8663,TRUE,6,TRUE,2,7,3,0.6392,73.3008,316,17.3874
019,AZ,199,H50LAll,H50LAll_All,All,All,50,5.8,12.9349,212.7889,TRUE,6,TRUE,2,7,1,0.52031,228.1798,323.9,17.3874
019,AZ,199,H50LAll,H50LAll_All,All,All,50,6.925,14.7796,320.5217,TRUE,6,FALSE,0,7,0,3.5947,276.5198,0,17.3874
019,AZ,199,H50LAll,H50LAll_All,All,All,50,7.3,7.2414,84.1769,TRUE,6,FALSE,0,7,0,4.7771,225.8654,0,17.3874
019,AZ,199,H50LAll,H50LAll_All,All,All,50,8.425,12.1554,58.2925,TRUE,6,FALSE,0,7,0,2.5674,323.4034,0,17.3874
019,AZ,53,H50LAll,H50LAll_50,All,50,50,3.55,13.0108,283.1309,TRUE,8,TRUE,5,18,2,2.036,241.8937,699.9,30.7119
019,AZ,53,H50LAll,H50LAll_50,All,50,50,3.925,10.1829,245.4895,TRUE,8,FALSE,0,18,0,5.2055,268.6521,0,30.7119
019,AZ,53,H50LAll,H50LAll_50,All,50,50,5.05,13.3646,314.3658,TRUE,8,TRUE,1,18,6,1.1831,284.9951,52,30.7119
019,AZ,53,H50LAll,H50LAll_50,All,50,50,6.175,13.1777,326.9651,TRUE,8,TRUE,1,18,1,2.872,199.0787,52,30.7119
019,AZ,53,H50LAll,H50LAll_50,All,50,50,8.05,9.9892,16.1276,TRUE,8,TRUE,3,18,4,3.1389,131.0458,392,30.7119
019,AZ,53,H50LAll,H50LAll_50,All,50,50,8.8,12.2174,48.3956,TRUE,8,FALSE,0,18,0,7.5144,233.5036,0,30.7119
019,AZ,53,H50LAll,H50LAll_50,All,50,50,9.55,10.5796,139.7741,TRUE,8,TRUE,4,18,3,0.63001,24.9048,452,30.7119
019,AZ,53,H50LAll,H50LAll_50,All,50,50,9.925,11.7329,47.0976,TRUE,8,TRUE,4,18,5,2.7063,290.7583,308,30.7119
019,AZ,196,H70LAll,H70LAll_25,All,25,70,1.3,10.2906,298.1263,FALSE,4,TRUE,4,26,6,1.7872,276.5569,652.1,10.884
019,AZ,196,H70LAll,H70LAll_25,All,25,70,2.8,9.819,294.7972,FALSE,4,FALSE,0,26,0,7.2338,92.9108,0,10.884
019,AZ,196,H70LAll,H70LAll_25,All,25,70,3.925,5.1842,257.4712,FALSE,4,TRUE,2,26,7,2.6833,153.8247,304,10.884
019,AZ,196,H70LAll,H70LAll_25,All,25,70,4.3,6.0209,331.7069,FALSE,4,TRUE,3,26,4,1.4098,247.8906,316,10.884
019,AZ,196,H70LAll,H70LAll_25,All,25,70,5.425,14.0696,7.2369,TRUE,4,TRUE,2,26,5,2.0677,138.6013,227.9,10.884
019,AZ,196,H70LAll,H70LAll_25,All,25,70,6.175,12.5058,151.009,TRUE,4,TRUE,3,26,1,2.4575,191.4966,364,10.884
019,AZ,196,H70LAll,H70LAll_25,All,25,70,8.05,15.9905,42.9786,TRUE,4,TRUE,6,26,2,2.0328,186.3402,499.8,10.884
019,AZ,196,H70LAll,H70LAll_25,All,25,70,9.925,7.3962,138.5183,TRUE,4,TRUE,6,26,3,1.8803,334.2693,591.9,10.884
019,AZ,76,H70LAll,H70LAll_75,All,75,70,1.675,12.3225,299.792,FALSE,4,FALSE,0,22,0,4.8089,289.5884,0,30.9833
019,AZ,76,H70LAll,H70LAll_75,All,75,70,2.425,14.8818,223.722,FALSE,4,FALSE,0,22,0,5.7715,258.3722,0,30.9833
019,AZ,76,H70LAll,H70LAll_75,All,75,70,3.175,10.3654,317.5747,FALSE,4,TRUE,3,22,4,1.8396,183.1798,247.9,30.9833
019,AZ,76,H70LAll,H70LAll_75,All,75,70,3.55,6.9893,246.0545,FALSE,4,TRUE,1,22,5,2.7803,273.3665,123.9,30.9833
019,AZ,76,H70LAll,H70LAll_75,All,75,70,6.55,5.1171,213.1197,TRUE,4,TRUE,8,22,3,1.523,147.5877,1059.7,30.9833
019,AZ,76,H70LAll,H70LAll_75,All,75,70,6.925,10.5361,186.4505,TRUE,4,TRUE,8,22,1,1.2584,351.6071,827.7,30.9833
019,AZ,76,H70LAll,H70LAll_75,All,75,70,7.675,13.4919,128.0432,TRUE,4,TRUE,2,22,2,2.9591,245.556,387.9,30.9833
019,AZ,76,H70LAll,H70LAll_75,All,75,70,9.175,14.4033,60.4565,TRUE,4,FALSE,0,22,0,3.5589,202.5946,0,30.9833
019,AZ,24,H70LAll,H70LAll_75,All,75,70,2.05,4.6784,300.6564,FALSE,7,FALSE,0,7,0,4.3997,30.3712,0,11.3473
019,AZ,24,H70LAll,H70LAll_75,All,75,70,4.675,8.3428,318.3769,TRUE,7,TRUE,1,7,4,3.5053,25.5207,111.9,11.3473
019,AZ,24,H70LAll,H70LAll_75,All,75,70,5.05,13.0481,234.2299,TRUE,7,FALSE,0,7,0,7.7903,254.034,0,11.3473
019,AZ,24,H70LAll,H70LAll_75,All,75,70,5.8,14.3892,90,TRUE,7,TRUE,1,7,2,3.1677,138.9182,79.9,11.3473
019,AZ,24,H70LAll,H70LAll_75,All,75,70,7.3,7.6493,46.1894,TRUE,7,TRUE,2,7,1,3.6106,354.1605,283.9,11.3473
019,AZ,24,H70LAll,H70LAll_75,All,75,70,8.425,2.7143,107.2264,TRUE,7,TRUE,1,7,3,3.17,214.5085,111.9,11.3473
019,AZ,24,H70LAll,H70LAll_75,All,75,70,8.8,9.3096,39.7384,TRUE,7,TRUE,1,7,5,3.0612,233.1301,92,11.3473
019,AZ,24,H70LAll,H70LAll_75,All,75,70,9.55,13.3759,127.6825,TRUE,7,TRUE,1,7,6,4.4006,130.486,148,11.3473
019,AZ,136,H90LAll,H90LAll_25,All,25,90,1.3,5.4588,312.4959,FALSE,5,TRUE,2,25,1,2.6779,104.5658,271.9,18.1465
019,AZ,136,H90LAll,H90LAll_25,All,25,90,1.675,6.2477,328.4241,FALSE,5,TRUE,1,25,7,2.9009,172.725,67.9,18.1465
019,AZ,136,H90LAll,H90LAll_25,All,25,90,2.05,12.7626,242.396,FALSE,5,FALSE,0,25,0,4.1581,75.2135,0,18.1465
019,AZ,136,H90LAll,H90LAll_25,All,25,90,4.675,12.1211,224.512,TRUE,5,TRUE,5,25,4,1.4494,260.2724,851.5,18.1465
019,AZ,136,H90LAll,H90LAll_25,All,25,90,5.8,7.0471,210.4181,TRUE,5,TRUE,5,25,5,0.70489,202.1094,687.7,18.1465
019,AZ,136,H90LAll,H90LAll_25,All,25,90,7.675,8.4712,350.749,TRUE,5,TRUE,4,25,6,3.4288,179.3179,311.8,18.1465
019,AZ,136,H90LAll,H90LAll_25,All,25,90,8.425,9.909,8.1819,TRUE,5,TRUE,6,25,3,1.5571,259.4265,895.5,18.1465
019,AZ,136,H90LAll,H90LAll_25,All,25,90,9.175,6.1648,46.7438,TRUE,5,TRUE,2,25,2,3.4009,128.1765,296,18.1465
019,AZ,47,H90LAll,H90LAll_75,All,75,90,2.425,8.1229,226.0901,FALSE,6,TRUE,1,9,4,1.3133,44.3704,92,24.0793
019,AZ,47,H90LAll,H90LAll_75,All,75,90,3.175,8.6136,279.2144,FALSE,6,TRUE,2,9,3,1.4931,201.656,116,24.0793
019,AZ,47,H90LAll,H90LAll_75,All,75,90,3.925,9.178,348.1044,TRUE,6,FALSE,0,9,0,5.493,187.257,0,24.0793
019,AZ,47,H90LAll,H90LAll_75,All,75,90,5.425,12.9053,333.0834,TRUE,6,TRUE,2,9,5,1.9009,284.9314,171.9,24.0793
019,AZ,47,H90LAll,H90LAll_75,All,75,90,6.925,13.654,134.8198,TRUE,6,FALSE,0,9,0,16.198,211.1866,0,24.0793
019,AZ,47,H90LAll,H90LAll_75,All,75,90,7.3,2.9754,90.5758,TRUE,6,TRUE,1,9,1,1.7377,176.6335,119.9,24.0793
019,AZ,47,H90LAll,H90LAll_75,All,75,90,9.55,9.3037,36.8699,TRUE,6,FALSE,0,9,0,8.2598,249.4605,0,24.0793
019,AZ,47,H90LAll,H90LAll_75,All,75,90,9.925,13.9796,59.7044,TRUE,6,TRUE,3,9,2,2.4227,96.2869,547.9,24.0793
019,AZ,43,H90LAll,H90LAll_25,All,25,90,2.8,12.7726,223.3664,FALSE,6,TRUE,2,24,5,1.9361,124.6952,252,46.1574
019,AZ,43,H90LAll,H90LAll_25,All,25,90,3.55,2.8988,224.029,FALSE,6,TRUE,1,24,4,2.2034,74.4191,60,46.1574
019,AZ,43,H90LAll,H90LAll_25,All,25,90,4.3,15.6926,181.4441,TRUE,6,FALSE,0,24,0,4.1861,178.0443,0,46.1574
019,AZ,43,H90LAll,H90LAll_25,All,25,90,5.05,9.7174,32.3474,TRUE,6,TRUE,5,24,2,1.0832,42.7094,479.9,46.1574
019,AZ,43,H90LAll,H90LAll_25,All,25,90,6.175,8.5154,162.2309,TRUE,6,FALSE,0,24,0,5.12,77.5703,0,46.1574
019,AZ,43,H90LAll,H90LAll_25,All,25,90,6.55,12.2763,84.7126,TRUE,6,TRUE,6,24,6,1.0328,142.2243,659.9,46.1574
019,AZ,43,H90LAll,H90LAll_25,All,25,90,8.05,15.8783,43.646,TRUE,6,TRUE,2,24,1,3.7624,241.4888,144,46.1574
019,AZ,43,H90LAll,H90LAll_25,All,25,90,8.8,7.9727,67.3142,TRUE,6,TRUE,8,24,3,1.685,106.8986,883.6,46.1574
019,AZ,20,H110LAll,H110LAll_50,All,50,110,3.55,13.4535,221.1249,FALSE,3,FALSE,0,6,0,4.4449,117.0356,0,13.8219
019,AZ,20,H110LAll,H110LAll_50,All,50,110,3.925,16.2284,302.2929,FALSE,3,FALSE,0,6,0,5.539,193.4218,0,13.8219
019,AZ,20,H110LAll,H110LAll_50,All,50,110,4.3,8.5762,248.5024,FALSE,3,FALSE,0,6,0,3.9532,20.8676,0,13.8219
019,AZ,20,H110LAll,H110LAll_50,All,50,110,4.675,5.5715,7.9207,FALSE,3,TRUE,2,6,1,0.84491,322.8533,136,13.8219
019,AZ,20,H110LAll,H110LAll_50,All,50,110,6.175,12.6559,83.0572,FALSE,3,TRUE,1,6,3,2.8308,137.3373,52,13.8219
019,AZ,20,H110LAll,H110LAll_50,All,50,110,8.05,9.4782,79.644,TRUE,3,FALSE,0,6,0,4.8323,262.965,0,13.8219
019,AZ,20,H110LAll,H110LAll_50,All,50,110,9.55,12.0711,142.6434,TRUE,3,FALSE,0,6,0,9.9064,320.7687,0,13.8219
019,AZ,20,H110LAll,H110LAll_50,All,50,110,9.925,8.174,79.1249,TRUE,3,TRUE,3,6,2,1.0807,349.1145,228,13.8219
019,AZ,57,H110LAll,H110LAll_All,All,All,110,2.425,11.7909,307.9701,FALSE,6,FALSE,0,15,0,4.8309,331.4861,0,17.4411
019,AZ,57,H110LAll,H110LAll_All,All,All,110,2.8,9.8726,253.0028,FALSE,6,TRUE,4,15,2,1.1388,126.2538,683.9,17.4411
019,AZ,57,H110LAll,H110LAll_All,All,All,110,5.425,10.5348,321.2131,TRUE,6,FALSE,0,15,0,4.1794,121.8274,0,17.4411
019,AZ,57,H110LAll,H110LAll_All,All,All,110,7.3,11.9518,347.3427,TRUE,6,TRUE,2,15,3,3.6334,198.3332,288,17.4411
019,AZ,57,H110LAll,H110LAll_All,All,All,110,7.675,12.9338,104.1671,TRUE,6,FALSE,0,15,0,5.0254,267.4397,0,17.4411
019,AZ,57,H110LAll,H110LAll_All,All,All,110,8.425,9.7739,45.4709,TRUE,6,FALSE,0,15,0,5.3576,333.0445,0,17.4411
019,AZ,57,H110LAll,H110LAll_All,All,All,110,8.8,6.5039,78.0761,TRUE,6,TRUE,9,15,1,1.8195,113.1142,991.6,17.4411
019,AZ,57,H110LAll,H110LAll_All,All,All,110,9.175,15.0926,94.4672,TRUE,6,FALSE,0,15,0,8.802,280.5544,0,17.4411
019,AZ,54,H110LAll,H110LAll_All,All,All,110,1.3,13.6962,296.7619,FALSE,5,FALSE,0,5,0,12.318,335.2182,0,27.9934
019,AZ,54,H110LAll,H110LAll_All,All,All,110,1.675,13.2796,240.2816,FALSE,5,FALSE,0,5,0,10.7365,352.0239,0,27.9934
019,AZ,54,H110LAll,H110LAll_All,All,All,110,2.05,10.9505,324.8891,FALSE,5,TRUE,2,5,4,1.1559,132.1376,120,27.9934
019,AZ,54,H110LAll,H110LAll_All,All,All,110,3.175,14.4624,211.5222,TRUE,5,TRUE,1,5,3,3.1649,110.7723,52,27.9934
019,AZ,54,H110LAll,H110LAll_All,All,All,110,5.05,7.7793,347.1388,TRUE,5,TRUE,1,5,2,3.1029,225.7994,180,27.9934
019,AZ,54,H110LAll,H110LAll_All,All,All,110,5.8,7.9835,341.0556,TRUE,5,FALSE,0,5,0,6.9988,339.8742,0,27.9934
019,AZ,54,H110LAll,H110LAll_All,All,All,110,6.55,12.569,156.6633,TRUE,5,TRUE,1,5,1,2.4089,181.4564,92,27.9934
019,AZ,54,H110LAll,H110LAll_All,All,All,110,6.925,11.8273,56.8033,TRUE,5,FALSE,0,5,0,9.19,294.1175,0,27.9934
019,AZ,66,H130LAll,H130LAll_50,All,50,130,3.55,12.76,309.5055,FALSE,6,TRUE,1,14,4,2.6139,19.1423,259.9,20.64
019,AZ,66,H130LAll,H130LAll_50,All,50,130,3.925,14.4684,322.7851,FALSE,6,FALSE,0,14,0,4.9388,210.2735,0,20.64
019,AZ,66,H130LAll,H130LAll_50,All,50,130,4.3,9.3758,203.6875,TRUE,6,TRUE,5,14,2,1.7328,147.9946,479.8,20.64
019,AZ,66,H130LAll,H130LAll_50,All,50,130,5.425,10.9615,345.1168,TRUE,6,TRUE,5,14,3,0.22542,174.8056,672.1,20.64
019,AZ,66,H130LAll,H130LAll_50,All,50,130,5.8,13.6471,26.1834,TRUE,6,FALSE,0,14,0,4.1176,252.1039,0,20.64
019,AZ,66,H130LAll,H130LAll_50,All,50,130,6.175,11.9169,133.7039,TRUE,6,FALSE,0,14,0,4.6183,218.5412,0,20.64
019,AZ,66,H130LAll,H130LAll_50,All,50,130,8.425,14.9146,123.2861,TRUE,6,FALSE,0,14,0,1.6292,192.2953,0,20.64
019,AZ,66,H130LAll,H130LAll_50,All,50,130,8.8,6.9086,98.1717,TRUE,6,TRUE,3,14,1,2.7938,244.9325,276,20.64
019,AZ,132,H130LAll,H130LAll_50,All,50,130,2.425,4.3535,296.2958,FALSE,5,TRUE,4,35,6,0.37241,279.4623,391.9,21.4769
019,AZ,132,H130LAll,H130LAll_50,All,50,130,2.8,11.8622,335.2455,FALSE,5,TRUE,4,35,8,1.0741,218.8298,1183.7,21.4769
019,AZ,132,H130LAll,H130LAll_50,All,50,130,3.175,5.6537,306.0426,FALSE,5,TRUE,3,35,7,2.0004,181.1691,291.9,21.4769
019,AZ,132,H130LAll,H130LAll_50,All,50,130,4.675,10.8426,202.184,TRUE,5,TRUE,4,35,4,0.71195,152.7004,1187.8,21.4769
019,AZ,132,H130LAll,H130LAll_50,All,50,130,5.05,11.3504,26.4449,TRUE,5,TRUE,3,35,3,0.26531,292.6199,399.9,21.4769
019,AZ,132,H130LAll,H130LAll_50,All,50,130,6.55,14.6124,35.1939,TRUE,5,TRUE,7,35,2,0.94232,184.9697,964,21.4769
019,AZ,132,H130LAll,H130LAll_50,All,50,130,8.05,11.6551,148.8853,TRUE,5,TRUE,2,35,5,3.5518,343.6476,192,21.4769
019,AZ,132,H130LAll,H130LAll_50,All,50,130,9.175,11.8434,96.3759,TRUE,5,TRUE,8,35,1,0.88134,95.3145,1219.9,21.4769
019,AZ,91,H130LAll,H130LAll_50,All,50,130,1.3,12.484,244.707,FALSE,5,FALSE,0,9,0,3.1895,134.2223,0,10.5088
019,AZ,91,H130LAll,H130LAll_50,All,50,130,1.675,15.7233,214.1876,FALSE,5,FALSE,0,9,0,3.6695,74.1859,0,10.5088
019,AZ,91,H130LAll,H130LAll_50,All,50,130,2.05,12.385,210.5406,FALSE,5,FALSE,0,9,0,2.854,157.2856,0,10.5088
019,AZ,91,H130LAll,H130LAll_50,All,50,130,6.925,11.5117,195.1783,TRUE,5,TRUE,3,9,3,1.2166,292.6938,575.9,10.5088
019,AZ,91,H130LAll,H130LAll_50,All,50,130,7.3,10.6786,352.0045,TRUE,5,TRUE,1,9,2,0.9633,53.6156,148,10.5088
019,AZ,91,H130LAll,H130LAll_50,All,50,130,7.675,14.1167,44.139,TRUE,5,TRUE,1,9,5,1.1232,357.9174,176,10.5088
019,AZ,91,H130LAll,H130LAll_50,All,50,130,9.55,9.8303,39.2057,TRUE,5,TRUE,3,9,1,3.3015,112.9196,204,10.5088
019,AZ,91,H130LAll,H130LAll_50,All,50,130,9.925,9.4782,123.9198,TRUE,5,TRUE,1,9,4,2.9862,335.3616,256,10.5088
019,AZ,118,H150LAll,H150LAll_25,All,25,150,1.675,12.4439,298.3008,FALSE,7,FALSE,0,88,0,3.0741,200.6006,0,52.6427
019,AZ,118,H150LAll,H150LAll_25,All,25,150,3.925,7.383,254.2998,TRUE,7,TRUE,20,88,4,1.4982,65.879,3395.6,52.6427
019,AZ,118,H150LAll,H150LAll_25,All,25,150,4.3,14.1686,221.5664,TRUE,7,TRUE,3,88,7,0.6153,174.2894,400,52.6427
019,AZ,118,H150LAll,H150LAll_25,All,25,150,5.425,14.1622,344.1406,TRUE,7,TRUE,8,88,1,1.0506,24.0755,1012,52.6427
019,AZ,118,H150LAll,H150LAll_25,All,25,150,5.8,10.3323,156.1983,TRUE,7,TRUE,5,88,6,2.5116,313.6831,648,52.6427
019,AZ,118,H150LAll,H150LAll_25,All,25,150,6.175,15.9024,31.4296,TRUE,7,TRUE,11,88,3,0.65083,138.8141,1619.8,52.6427
019,AZ,118,H150LAll,H150LAll_25,All,25,150,6.55,9.3349,96.4525,TRUE,7,TRUE,23,88,5,0.90627,187.7652,4195.4,52.6427
019,AZ,118,H150LAll,H150LAll_25,All,25,150,9.925,10.3513,53.9059,TRUE,7,TRUE,18,88,2,1.0346,292.0113,3079.5,52.6427
019,AZ,103,H150LAll,H150LAll_75,All,75,150,2.425,14.0137,255.7211,FALSE,5,FALSE,0,18,0,9.7311,310.2364,0,20.7083
019,AZ,103,H150LAll,H150LAll_75,All,75,150,2.8,5.5357,219.0206,FALSE,5,TRUE,1,18,7,3.1691,252.3818,231.9,20.7083
019,AZ,103,H150LAll,H150LAll_75,All,75,150,3.55,13.1603,327.7912,FALSE,5,TRUE,1,18,3,2.1715,220.4261,99.9,20.7083
019,AZ,103,H150LAll,H150LAll_75,All,75,150,4.675,9.3501,326.4271,TRUE,5,TRUE,1,18,4,2.1416,262.3332,407.9,20.7083
019,AZ,103,H150LAll,H150LAll_75,All,75,150,5.05,12.1752,158.8753,TRUE,5,TRUE,10,18,1,0.85251,168.9591,1483.5,20.7083
019,AZ,103,H150LAll,H150LAll_75,All,75,150,7.3,7.3066,75.1098,TRUE,5,TRUE,1,18,5,1.9415,146.1429,308,20.7083
019,AZ,103,H150LAll,H150LAll_75,All,75,150,7.675,10.6321,48.9693,TRUE,5,TRUE,2,18,6,4.0427,30.3189,484,20.7083
019,AZ,103,H150LAll,H150LAll_75,All,75,150,8.425,2.888,123.9298,TRUE,5,TRUE,2,18,2,3.5949,102.4582,228,20.7083
019,AZ,9,H150LAll,H150LAll_50,All,50,150,1.3,10.3894,227.7105,FALSE,5,FALSE,0,4,0,7.3792,129.5012,0,12.4392
019,AZ,9,H150LAll,H150LAll_50,All,50,150,2.05,3.2516,236.7358,FALSE,5,FALSE,0,4,0,3.086,266.9673,0,12.4392
019,AZ,9,H150LAll,H150LAll_50,All,50,150,3.175,5.601,285.8594,FALSE,5,FALSE,0,4,0,7.2907,9.8315,0,12.4392
019,AZ,9,H150LAll,H150LAll_50,All,50,150,6.925,11.1954,185.1842,TRUE,5,TRUE,1,4,2,4.0234,278.4589,124,12.4392
019,AZ,9,H150LAll,H150LAll_50,All,50,150,8.05,8.8672,7.2722,TRUE,5,TRUE,2,4,3,0.67563,115.0169,108,12.4392
019,AZ,9,H150LAll,H150LAll_50,All,50,150,8.8,11.4226,164.2281,TRUE,5,TRUE,1,4,1,2.9819,258.1517,52,12.4392
019,AZ,9,H150LAll,H150LAll_50,All,50,150,9.175,8.3342,68.2654,TRUE,5,FALSE,0,4,0,8.3771,281.6658,0,12.4392
019,AZ,9,H150LAll,H150LAll_50,All,50,150,9.55,14.9526,144.5716,TRUE,5,FALSE,0,4,0,6.2485,225.1323,0,12.4392
019,AZ,209,H170LAll,H170LAll_All,All,All,170,2.425,9.8451,267.3439,FALSE,7,FALSE,0,26,0,3.6553,203.7026,0,19.3907
019,AZ,209,H170LAll,H170LAll_All,All,All,170,5.05,5.3557,237.2478,TRUE,7,TRUE,3,26,1,2.2094,334.8552,343.8,19.3907
019,AZ,209,H170LAll,H170LAll_All,All,All,170,6.175,15.6793,318.9053,TRUE,7,TRUE,6,26,4,0.081633,180,939.8,19.3907
019,AZ,209,H170LAll,H170LAll_All,All,All,170,7.3,10.7663,232.75,TRUE,7,TRUE,4,26,3,2.9856,254.5388,403.9,19.3907
019,AZ,209,H170LAll,H170LAll_All,All,All,170,7.675,9.388,311.0336,TRUE,7,TRUE,6,26,2,3.2351,196.4915,663.8,19.3907
019,AZ,209,H170LAll,H170LAll_All,All,All,170,8.05,12.5323,205.7722,TRUE,7,TRUE,2,26,7,1.5355,184.5739,295.9,19.3907
019,AZ,209,H170LAll,H170LAll_All,All,All,170,9.175,11.8903,280.5392,TRUE,7,TRUE,3,26,5,2.2268,357.3736,843.9,19.3907
019,AZ,209,H170LAll,H170LAll_All,All,All,170,9.925,12.4485,33.0876,TRUE,7,TRUE,2,26,6,3.0345,34.8657,171.9,19.3907
019,AZ,79,H170LAll,H170LAll_75,All,75,170,1.3,12.711,217.6283,FALSE,3,FALSE,0,5,0,5.8392,343.9721,0,23.9064
019,AZ,79,H170LAll,H170LAll_75,All,75,170,2.05,11.6591,338.6257,FALSE,3,FALSE,0,5,0,5.3672,11.1818,0,23.9064
019,AZ,79,H170LAll,H170LAll_75,All,75,170,2.8,16.5954,193.2105,FALSE,3,FALSE,0,5,0,1.605,281.7386,0,23.9064
019,AZ,79,H170LAll,H170LAll_75,All,75,170,3.55,9.56,350.2244,FALSE,3,FALSE,0,5,0,4.7807,203.3913,0,23.9064
019,AZ,79,H170LAll,H170LAll_75,All,75,170,3.925,8.9302,8.1489,FALSE,3,FALSE,0,5,0,5.418,273.4552,0,23.9064
019,AZ,79,H170LAll,H170LAll_75,All,75,170,4.675,8.7826,127.6715,TRUE,3,FALSE,0,5,0,4.6308,310.7108,0,23.9064
019,AZ,79,H170LAll,H170LAll_75,All,75,170,5.425,11.3998,61.0948,TRUE,3,TRUE,4,5,1,1.7999,119.1808,955.8,23.9064
019,AZ,79,H170LAll,H170LAll_75,All,75,170,8.425,11.0868,130.8611,TRUE,3,TRUE,1,5,2,3.5609,237.4029,108,23.9064
019,AZ,192,H170LAll,H170LAll_All,All,All,170,1.675,11.7793,293.7495,FALSE,5,TRUE,1,21,8,1.89,335.0952,52,15.7577
019,AZ,192,H170LAll,H170LAll_All,All,All,170,3.175,11.9637,3.6754,FALSE,5,TRUE,1,21,1,1.2289,305.5377,152,15.7577
019,AZ,192,H170LAll,H170LAll_All,All,All,170,4.3,17.1339,58.2405,FALSE,5,TRUE,2,21,6,2.4911,358.1221,175.9,15.7577
019,AZ,192,H170LAll,H170LAll_All,All,All,170,5.8,16.3811,169.2843,TRUE,5,TRUE,1,21,2,1.7347,208.0725,132,15.7577
019,AZ,192,H170LAll,H170LAll_All,All,All,170,6.55,2.787,85.0303,TRUE,5,TRUE,4,21,5,2.5773,200.8746,747.8,15.7577
019,AZ,192,H170LAll,H170LAll_All,All,All,170,6.925,5.6539,139.902,TRUE,5,TRUE,3,21,4,2.4204,143.2267,308,15.7577
019,AZ,192,H170LAll,H170LAll_All,All,All,170,8.8,1.0081,42.2966,TRUE,5,TRUE,6,21,3,3.351,322.9207,775.9,15.7577
019,AZ,192,H170LAll,H170LAll_All,All,All,170,9.55,14.5354,59.0776,TRUE,5,TRUE,3,21,7,0.39415,291.2505,239.9,15.7577
019,AZ,214,H190LAll,H190LAll_25,All,25,190,2.05,11.0767,224.4985,FALSE,5,TRUE,5,31,6,0.40867,267.1376,835.7,21.2467
019,AZ,214,H190LAll,H190LAll_25,All,25,190,2.425,8.3268,325.3339,FALSE,5,FALSE,0,31,0,3.1649,110.7723,0,21.2467
019,AZ,214,H190LAll,H190LAll_25,All,25,190,2.8,5.7515,309.4677,FALSE,5,TRUE,1,31,7,3.0296,35.4031,132,21.2467
019,AZ,214,H190LAll,H190LAll_25,All,25,190,5.05,5.5959,306.9953,TRUE,5,TRUE,8,31,3,1.8007,107.8189,1411.7,21.2467
019,AZ,214,H190LAll,H190LAll_25,All,25,190,5.425,11.6049,11.6688,TRUE,5,TRUE,4,31,2,1.3494,176.5318,819.9,21.2467
019,AZ,214,H190LAll,H190LAll_25,All,25,190,6.55,13.1902,145.3877,TRUE,5,TRUE,4,31,1,1.8474,196.0323,495.9,21.2467
019,AZ,214,H190LAll,H190LAll_25,All,25,190,8.8,12.425,90.4213,TRUE,5,TRUE,4,31,5,0.8204,185.7106,763.8,21.2467
019,AZ,214,H190LAll,H190LAll_25,All,25,190,9.175,15.2848,45.1996,TRUE,5,TRUE,5,31,4,0.59324,273.9452,719.8,21.2467
019,AZ,182,H190LAll,H190LAll_25,All,25,190,1.3,12.6349,232.3507,FALSE,5,FALSE,0,14,0,3.7275,211.3403,0,18.4637
019,AZ,182,H190LAll,H190LAll_25,All,25,190,1.675,9.9017,275.7474,FALSE,5,TRUE,3,14,3,1.585,191.8887,308,18.4637
019,AZ,182,H190LAll,H190LAll_25,All,25,190,3.175,15.9035,291.9824,FALSE,5,TRUE,1,14,1,1.3684,342.646,124,18.4637
019,AZ,182,H190LAll,H190LAll_25,All,25,190,3.925,10.3255,328.5704,TRUE,5,FALSE,0,14,0,11.8565,195.0648,0,18.4637
019,AZ,182,H190LAll,H190LAll_25,All,25,190,6.175,13.757,354.8827,TRUE,5,TRUE,3,14,5,2.419,25.4841,400,18.4637
